ID,chemical_name,cas_rn,protected_cas_rn,DTXSID,PubChem_CID,InChI_string,InChIKey,smiles,S,S_unit,S_comment,S_AD,comment_compound,DTXSID_mixture_network
ID_1414,Labetalol,36894-69-6,CASRN_36894-69-6,DTXSID2023191,3869,"InChI=1/C19H24N2O3/c1-13(7-8-14-5-3-2-4-6-14)21-12-18(23)15-9-10-17(22)16(11-15)19(20)24/h2-6,9-11,13,18,21-23H,7-8,12H2,1H3,(H2,20,24)
",SGUAFYQXFOLMHL-UHFFFAOYSA-N,CC(CCC1=CC=CC=C1)NCC(O)C1=CC=C(O)C(=C1)C(N)=O,119.23919012315854,mg/L,OPERA 2.7,1,n/a,n/a
ID_1415,2-Hydroxycarbamazepine,68011-66-5,CASRN_68011-66-5,DTXSID20218201,129274,"InChI=1S/C15H12N2O2/c16-15(19)17-13-4-2-1-3-10(13)5-6-11-9-12(18)7-8-14(11)17/h1-9,18H,(H2,16,19)
",VPZIYMMSJFWLSP-UHFFFAOYSA-N,NC(=O)N1C2=CC=CC=C2C=CC2=C1C=CC(O)=C2,48.0696291702742,mg/L,OPERA 2.7,1,n/a,n/a
ID_1416,2-Hydroxyanthraquinone,605-32-3,CASRN_605-32-3,DTXSID4049327,11796,"InChI=1S/C14H8O3/c15-8-5-6-11-12(7-8)14(17)10-4-2-1-3-9(10)13(11)16/h1-7,15H
",GCDBEYOJCZLKMC-UHFFFAOYSA-N,OC1=CC2=C(C=C1)C(=O)C1=CC=CC=C1C2=O,1.0981575798469627,mg/L,OPERA 2.7,1,n/a,n/a
ID_1417,Salicylaldehyde,90-02-8,CASRN_90-02-8,DTXSID1021792,6998,"InChI=1S/C7H6O2/c8-5-6-3-1-2-4-7(6)9/h1-5,9H
",SMQUZDBALVYZAC-UHFFFAOYSA-N,OC1=CC=CC=C1C=O,16857.666754609814,mg/L,OPERA 2.7,1,n/a,n/a
ID_1418,Salicylamide,65-45-2,CASRN_65-45-2,DTXSID3021726,5147,"InChI=1S/C7H7NO2/c8-7(10)5-3-1-2-4-6(5)9/h1-4,9H,(H2,8,10)
",SKZKKFZAGNVIMN-UHFFFAOYSA-N,NC(=O)C1=CC=CC=C1O,2075.667624880447,mg/L,OPERA 2.7,1,n/a,n/a
ID_1419,Salicylic acid,69-72-7,CASRN_69-72-7,DTXSID7026368,118212070,"InChI=1S/C7H6O3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H,(H,9,10)
",YGSDEFSMJLZEOE-UHFFFAOYSA-N,OC(=O)C1=C(O)C=CC=C1,14800.03894780287,mg/L,OPERA 2.7,1,n/a,n/a
ID_1420,"Salicylamide, N-isopropyl-",551-35-9,CASRN_551-35-9,DTXSID50203620,68371,"InChI=1S/C10H13NO2/c1-7(2)11-10(13)8-5-3-4-6-9(8)12/h3-7,12H,1-2H3,(H,11,13)
",ZWIKMHMXRCCKQO-UHFFFAOYSA-N,CC(C)NC(=O)C1=CC=CC=C1O,1211.669147667756,mg/L,OPERA 2.7,1,n/a,n/a
ID_1421,2-hydroxy-1-naphthaldehyde,708-06-5,CASRN_708-06-5,DTXSID9061041,12819,"InChI=1S/C11H8O2/c12-7-10-9-4-2-1-3-8(9)5-6-11(10)13/h1-7,13H
",NTCCNERMXRIPTR-UHFFFAOYSA-N,OC1=CC=C2C=CC=CC2=C1C=O,237.6787038321186,mg/L,OPERA 2.7,1,n/a,n/a
ID_1422,Creatinine,60-27-5,CASRN_60-27-5,DTXSID8045987,137319715,"InChI=1S/C4H7N3O/c1-7-2-3(8)6-4(7)5/h2H2,1H3,(H2,5,6,8)
",DDRJAANPRJIHGJ-UHFFFAOYSA-N,CN1CC(=O)NC1=N,5414.263604353683,mg/L,OPERA 2.7,0,n/a,n/a
ID_1423,Benodanil,15310-01-7,CASRN_15310-01-7,DTXSID7041623,27195,"InChI=1S/C13H10INO/c14-12-9-5-4-8-11(12)13(16)15-10-6-2-1-3-7-10/h1-9H,(H,15,16)
",LJOZMWRYMKECFF-UHFFFAOYSA-N,IC1=C(C=CC=C1)C(=O)NC1=CC=CC=C1,19.924219273650632,mg/L,OPERA 2.7,1,n/a,n/a
ID_1424,Cyclocumarol,518-20-7,CASRN_518-20-7,DTXSID60862101,10606,"InChI=1/C20H18O4/c1-20(22-2)12-15(13-8-4-3-5-9-13)17-18(24-20)14-10-6-7-11-16(14)23-19(17)21/h3-11,15H,12H2,1-2H3
",ZGFASEKBKWVCGP-UHFFFAOYSA-N,COC1(C)CC(C2=CC=CC=C2)C2=C(O1)C1=CC=CC=C1OC2=O,0.06581746438436689,mg/L,OPERA 2.7,1,n/a,n/a
ID_1425,4-Nitro-o-anisidine,97-52-9,CASRN_97-52-9,DTXSID0038700,7337,"InChI=1S/C7H8N2O3/c1-12-7-4-5(9(10)11)2-3-6(7)8/h2-4H,8H2,1H3
",GVBHRNIWBGTNQA-UHFFFAOYSA-N,COC1=CC(=CC=C1N)[N+]([O-])=O,106.0967393890334,mg/L,OPERA 2.7,1,n/a,n/a
ID_1426,4-Nitroguaiacol,3251-56-7,CASRN_3251-56-7,DTXSID4062935,76738,"InChI=1S/C7H7NO4/c1-12-7-4-5(8(10)11)2-3-6(7)9/h2-4,9H,1H3
",IZLVFLOBTPURLP-UHFFFAOYSA-N,COC1=CC(=CC=C1O)[N+]([O-])=O,2178.8937617516995,mg/L,OPERA 2.7,1,n/a,n/a
ID_1427,Primin,15121-94-5,CASRN_15121-94-5,DTXSID20164734,84800,"InChI=1S/C12H16O3/c1-3-4-5-6-9-7-10(13)8-11(15-2)12(9)14/h7-8H,3-6H2,1-2H3
",WLWIMKWZMGJRBS-UHFFFAOYSA-N,CCCCCC1=CC(=O)C=C(OC)C1=O,722.1037626469289,mg/L,OPERA 2.7,1,n/a,n/a
ID_1428,Flurprimidol,56425-91-3,CASRN_56425-91-3,DTXSID3024108,73668,"InChI=1/C15H15F3N2O2/c1-10(2)14(21,12-7-19-9-20-8-12)11-3-5-13(6-4-11)22-15(16,17)18/h3-10,21H,1-2H3
",VEVZCONIUDBCDC-UHFFFAOYSA-N,CC(C)C(O)(C1=CC=C(OC(F)(F)F)C=C1)C1=CN=CN=C1,113.3863718802645,mg/L,OPERA 2.7,1,n/a,n/a
ID_1429,Mianserin,24219-97-4,CASRN_24219-97-4,DTXSID6023317,4184,"InChI=1/C18H20N2/c1-19-10-11-20-17-9-5-3-7-15(17)12-14-6-2-4-8-16(14)18(20)13-19/h2-9,18H,10-13H2,1H3
",UEQUQVLFIPOEMF-UHFFFAOYSA-N,CN1CCN2C(C1)C1=CC=CC=C1CC1=C2C=CC=C1,195.98167111320623,mg/L,OPERA 2.7,1,n/a,n/a
ID_1430,8-Hydroxy Mirtazapine,102335-57-9,CASRN_102335-57-9,DTXSID60467650,11500131,"InChI=1S/C17H19N3O/c1-19-6-7-20-16(11-19)15-5-3-2-4-12(15)8-13-9-14(21)10-18-17(13)20/h2-5,9-10,16,21H,6-8,11H2,1H3
",DAWYIZBOUQIVNX-UHFFFAOYSA-N,CN1CCN2C(C1)C1=CC=CC=C1CC1=C2N=CC(O)=C1,2.3402422287367637,mg/L,OPERA 2.7,1,n/a,n/a
ID_1431,Mirtazapine,61337-67-5,CASRN_61337-67-5,DTXSID0023325,4205,"InChI=1/C17H19N3/c1-19-9-10-20-16(12-19)15-7-3-2-5-13(15)11-14-6-4-8-18-17(14)20/h2-8,16H,9-12H2,1H3
",RONZAEMNMFQXRA-UHFFFAOYSA-N,CN1CCN2C(C1)C1=CC=CC=C1CC1=C2N=CC=C1,74.78860946403358,mg/L,OPERA 2.7,1,n/a,n/a
ID_1432,Metyrapone,54-36-4,CASRN_54-36-4,DTXSID1023314,4174,"InChI=1S/C14H14N2O/c1-14(2,12-6-4-8-16-10-12)13(17)11-5-3-7-15-9-11/h3-10H,1-2H3
",FJLBFSROUSIWMA-UHFFFAOYSA-N,CC(C)(C(=O)C1=CN=CC=C1)C1=CN=CC=C1,56.83871498355562,mg/L,OPERA 2.7,1,n/a,n/a
ID_1433,2-Methyl-3(2H)-isothiazolone,2682-20-4,CASRN_2682-20-4,DTXSID2034259,39800,"InChI=1S/C4H5NOS/c1-5-4(6)2-3-7-5/h2-3H,1H3
",BEGLCMHJXHIJLR-UHFFFAOYSA-N,CN1SC=CC1=O,36413.627256838896,mg/L,OPERA 2.7,1,n/a,n/a
ID_1434,"2,4,6-Trinitrotoluene",118-96-7,CASRN_118-96-7,DTXSID7024372,8376,"InChI=1S/C7H5N3O6/c1-4-6(9(13)14)2-5(8(11)12)3-7(4)10(15)16/h2-3H,1H3
",SPSSULHKWOKEEL-UHFFFAOYSA-N,CC1=C(C=C(C=C1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,127.72570987313436,mg/L,OPERA 2.7,1,n/a,n/a
ID_1435,2-Methylbenzothiazole,120-75-2,CASRN_120-75-2,DTXSID8049208,8446,"InChI=1S/C8H7NS/c1-6-9-7-4-2-3-5-8(7)10-6/h2-5H,1H3
",DXYYSGDWQCSKKO-UHFFFAOYSA-N,CC1=NC2=C(S1)C=CC=C2,401.6039080939353,mg/L,OPERA 2.7,1,n/a,n/a
ID_1436,Butafenacil,134605-64-4,CASRN_134605-64-4,DTXSID9034365,11826859,"InChI=1S/C20H18ClF3N2O6/c1-5-8-31-17(29)19(2,3)32-16(28)12-9-11(6-7-13(12)21)26-15(27)10-14(20(22,23)24)25(4)18(26)30/h5-7,9-10H,1,8H2,2-4H3
",JEDYYFXHPAIBGR-UHFFFAOYSA-N,CN1C(=O)N(C(=O)C=C1C(F)(F)F)C1=CC(C(=O)OC(C)(C)C(=O)OCC=C)=C(Cl)C=C1,9.920395888521156,mg/L,OPERA 2.7,1,n/a,n/a
ID_1437,Isopropyl phenyl ketone,611-70-1,CASRN_611-70-1,DTXSID6048202,69144,"InChI=1S/C10H12O/c1-8(2)10(11)9-6-4-3-5-7-9/h3-8H,1-2H3
",BSMGLVDZZMBWQB-UHFFFAOYSA-N,CC(C)C(=O)C1=CC=CC=C1,2045.7984993547052,mg/L,OPERA 2.7,1,n/a,n/a
ID_1438,Phentermine,122-09-8,CASRN_122-09-8,DTXSID9023461,4771,"InChI=1S/C10H15N/c1-10(2,11)8-9-6-4-3-5-7-9/h3-7H,8,11H2,1-2H3
",DHHVAGZRUROJKS-UHFFFAOYSA-N,CC(C)(N)CC1=CC=CC=C1,1878.782516799262,mg/L,OPERA 2.7,1,n/a,n/a
ID_1439,"1,1-Dimethylphenylethanol",100-86-7,CASRN_100-86-7,DTXSID1047601,7531,"InChI=1S/C10H14O/c1-10(2,11)8-9-6-4-3-5-7-9/h3-7,11H,8H2,1-2H3
",RIWRBSMFKVOJMN-UHFFFAOYSA-N,CC(C)(O)CC1=CC=CC=C1,1338.8460717738944,mg/L,OPERA 2.7,1,n/a,n/a
ID_1440,2-Acrylamido-2-methyl-1-propanesulfonic acid,15214-89-8,CASRN_15214-89-8,DTXSID5027770,65360,"InChI=1S/C7H13NO4S/c1-4-6(9)8-7(2,3)5-13(10,11)12/h4H,1,5H2,2-3H3,(H,8,9)(H,10,11,12)
",XHZPRMZZQOIPDS-UHFFFAOYSA-N,CC(C)(CS(O)(=O)=O)NC(=O)C=C,64043.28254341165,mg/L,OPERA 2.7,1,n/a,n/a
ID_1441,Mianserin N-oxide,62510-46-7,CASRN_62510-46-7,DTXSID70891482,3085244,"InChI=1/C18H20N2O/c1-20(21)11-10-19-17-9-5-3-7-15(17)12-14-6-2-4-8-16(14)18(19)13-20/h2-9,18H,10-13H2,1H3
",VVDXWJOYXVNLLQ-UHFFFAOYSA-N,C[N+]1([O-])CCN2C(C1)C1=CC=CC=C1CC1=C2C=CC=C1,59.94225689958303,mg/L,OPERA 2.7,1,n/a,n/a
ID_1442,Methaqualone,72-44-6,CASRN_72-44-6,DTXSID7023279,6292,"InChI=1S/C16H14N2O/c1-11-7-3-6-10-15(11)18-12(2)17-14-9-5-4-8-13(14)16(18)19/h3-10H,1-2H3
",JEYCTXHKTXCGPB-UHFFFAOYSA-N,CC1=C(C=CC=C1)N1C(C)=NC2=CC=CC=C2C1=O,30.092799024917312,mg/L,OPERA 2.7,1,n/a,n/a
ID_1443,"2-methyl-3,5-dinitro-4-4(pentan-3-ylamino)benzoic acid",127971-53-3,CASRN_127971-53-3,DTXSID70155758,3080365,"InChI=1S/C13H17N3O6/c1-4-8(5-2)14-11-10(15(19)20)6-9(13(17)18)7(3)12(11)16(21)22/h6,8,14H,4-5H2,1-3H3,(H,17,18)
",OYOCXOGNLMMZMC-UHFFFAOYSA-N,CCC(CC)NC1=C(C=C(C(O)=O)C(C)=C1[N+]([O-])=O)[N+]([O-])=O,729.7443648362,mg/L,OPERA 2.7,1,n/a,n/a
ID_1444,Olanzapine,132539-06-1,CASRN_132539-06-1,DTXSID9023388,135398745,"InChI=1S/C17H20N4S/c1-12-11-13-16(21-9-7-20(2)8-10-21)18-14-5-3-4-6-15(14)19-17(13)22-12/h3-6,11,19H,7-10H2,1-2H3
",KVWDHTXUZHCGIO-UHFFFAOYSA-N,CN1CCN(CC1)C1=NC2=C(NC3=C1C=C(C)S3)C=CC=C2,22.119058087297987,mg/L,OPERA 2.7,1,n/a,n/a
ID_1445,"2-Methyl-4,6-dinitrophenol",534-52-1,CASRN_534-52-1,DTXSID1022053,10800,"InChI=1S/C7H6N2O5/c1-4-2-5(8(11)12)3-6(7(4)10)9(13)14/h2-3,10H,1H3
",ZXVONLUNISGICL-UHFFFAOYSA-N,CC1=C(O)C(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O,1610.493614896577,mg/L,OPERA 2.7,1,n/a,n/a
ID_1446,Allethrin,584-79-2,CASRN_584-79-2,DTXSID8035180,11442,"InChI=1/C19H26O3/c1-7-8-13-12(4)16(10-15(13)20)22-18(21)17-14(9-11(2)3)19(17,5)6/h7,9,14,16-17H,1,8,10H2,2-6H3
",ZCVAOQKBXKSDMS-UHFFFAOYSA-N,CC(C)=CC1C(C(=O)OC2CC(=O)C(CC=C)=C2C)C1(C)C,0.3166663327302644,mg/L,OPERA 2.7,1,n/a,n/a
ID_1447,Prallethrin,23031-36-9,CASRN_23031-36-9,DTXSID0032572,9839306,"InChI=1/C19H24O3/c1-7-8-13-12(4)16(10-15(13)20)22-18(21)17-14(9-11(2)3)19(17,5)6/h1,9,14,16-17H,8,10H2,2-6H3
",SMKRKQBMYOFFMU-UHFFFAOYSA-N,CC(C)=CC1C(C(=O)OC2CC(=O)C(CC#C)=C2C)C1(C)C,8.085316720300371,mg/L,OPERA 2.7,1,n/a,n/a
ID_1448,Nomifensine,24526-64-5,CASRN_24526-64-5,DTXSID0023377,4528,"InChI=1/C16H18N2/c1-18-10-14(12-6-3-2-4-7-12)13-8-5-9-16(17)15(13)11-18/h2-9,14H,10-11,17H2,1H3
",XXPANQJNYNUNES-UHFFFAOYSA-N,CN1CC(C2=CC=CC=C2)C2=CC=CC(N)=C2C1,20.75802362485927,mg/L,OPERA 2.7,1,n/a,n/a
ID_1449,2-Methyl-6-nitrobenzoic anhydride,434935-69-0,CASRN_434935-69-0,DTXSID60440549,10472648,"InChI=1S/C16H12N2O7/c1-9-5-3-7-11(17(21)22)13(9)15(19)25-16(20)14-10(2)6-4-8-12(14)18(23)24/h3-8H,1-2H3
",YEKPNMQQSPHKBP-UHFFFAOYSA-N,CC1=C(C(=O)OC(=O)C2=C(C)C=CC=C2[N+]([O-])=O)C(=CC=C1)[N+]([O-])=O,1.4686237015349348,mg/L,OPERA 2.7,1,n/a,n/a
ID_1450,o-Toluidine,95-53-4,CASRN_95-53-4,DTXSID1026164,7242,"InChI=1S/C7H9N/c1-6-4-2-3-5-7(6)8/h2-5H,8H2,1H3
",RNVCVTLRINQCPJ-UHFFFAOYSA-N,CC1=C(N)C=CC=C1,15849.533844255246,mg/L,OPERA 2.7,1,n/a,n/a
ID_1451,2-Methylanthraquinone,84-54-8,CASRN_84-54-8,DTXSID5041439,6773,"InChI=1S/C15H10O2/c1-9-6-7-12-13(8-9)15(17)11-5-3-2-4-10(11)14(12)16/h2-8H,1H3
",NJWGQARXZDRHCD-UHFFFAOYSA-N,CC1=CC2=C(C=C1)C(=O)C1=CC=CC=C1C2=O,3.522314177721354,mg/L,OPERA 2.7,1,n/a,n/a
ID_1452,Flutamide,13311-84-7,CASRN_13311-84-7,DTXSID7032004,3397,"InChI=1S/C11H11F3N2O3/c1-6(2)10(17)15-7-3-4-9(16(18)19)8(5-7)11(12,13)14/h3-6H,1-2H3,(H,15,17)
",MKXKFYHWDHIYRV-UHFFFAOYSA-N,CC(C)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,24.617687787661257,mg/L,OPERA 2.7,1,n/a,n/a
ID_1453,Mepronil,55814-41-0,CASRN_55814-41-0,DTXSID1037565,41632,"InChI=1S/C17H19NO2/c1-12(2)20-15-9-6-8-14(11-15)18-17(19)16-10-5-4-7-13(16)3/h4-12H,1-3H3,(H,18,19)
",BCTQJXQXJVLSIG-UHFFFAOYSA-N,CC(C)OC1=CC=CC(NC(=O)C2=C(C)C=CC=C2)=C1,12.598165389485908,mg/L,OPERA 2.7,1,n/a,n/a
ID_1454,Fenfuram,24691-80-3,CASRN_24691-80-3,DTXSID8058035,90590,"InChI=1S/C12H11NO2/c1-9-11(7-8-15-9)12(14)13-10-5-3-2-4-6-10/h2-8H,1H3,(H,13,14)
",JFSPBVWPKOEZCB-UHFFFAOYSA-N,CC1=C(C=CO1)C(=O)NC1=CC=CC=C1,100.85140108664793,mg/L,OPERA 2.7,1,n/a,n/a
ID_1455,Methacrylamide,79-39-0,CASRN_79-39-0,DTXSID8029600,6595,"InChI=1S/C4H7NO/c1-3(2)4(5)6/h1H2,2H3,(H2,5,6)
",FQPSGWSUVKBHSU-UHFFFAOYSA-N,CC(=C)C(N)=O,630899.4939615587,mg/L,OPERA 2.7,1,n/a,n/a
ID_1456,2-Nitro-9-fluorenone,3096-52-4,CASRN_3096-52-4,DTXSID70184942,18356,"InChI=1S/C13H7NO3/c15-13-11-4-2-1-3-9(11)10-6-5-8(14(16)17)7-12(10)13/h1-7H
",AJEAHBZZHSLIQP-UHFFFAOYSA-N,[O-][N+](=O)C1=CC2=C(C=C1)C1=CC=CC=C1C2=O,0.9174326070231968,mg/L,OPERA 2.7,1,n/a,n/a
ID_1457,2-Nitrofluorene,607-57-8,CASRN_607-57-8,DTXSID2020971,11831,"InChI=1S/C13H9NO2/c15-14(16)11-5-6-13-10(8-11)7-9-3-1-2-4-12(9)13/h1-6,8H,7H2
",XFOHWECQTFIEIX-UHFFFAOYSA-N,[O-][N+](=O)C1=CC2=C(C=C1)C1=C(C2)C=CC=C1,0.2161399458295408,mg/L,OPERA 2.7,1,n/a,n/a
ID_1458,2-Nitroaniline,88-74-4,CASRN_88-74-4,DTXSID1025726,6946,"InChI=1S/C6H6N2O2/c7-5-3-1-2-4-6(5)8(9)10/h1-4H,7H2
",DPJCXCZTLWNFOH-UHFFFAOYSA-N,NC1=CC=CC=C1[N+]([O-])=O,1480.0467555524965,mg/L,OPERA 2.7,1,n/a,n/a
ID_1459,2-Nitroanthracene,3586-69-4,CASRN_3586-69-4,DTXSID30189413,19168,"InChI=1S/C14H9NO2/c16-15(17)14-6-5-12-7-10-3-1-2-4-11(10)8-13(12)9-14/h1-9H
",NZWGQBVOKHEKLD-UHFFFAOYSA-N,[O-][N+](=O)C1=CC2=CC3=CC=CC=C3C=C2C=C1,0.3153221686236823,mg/L,OPERA 2.7,1,n/a,n/a
ID_1460,Octhilinone,26530-20-1,CASRN_26530-20-1,DTXSID1025805,33528,"InChI=1S/C11H19NOS/c1-2-3-4-5-6-7-9-12-11(13)8-10-14-12/h8,10H,2-7,9H2,1H3
",JPMIIZHYYWMHDT-UHFFFAOYSA-N,CCCCCCCCN1SC=CC1=O,488.7337050414766,mg/L,OPERA 2.7,1,n/a,n/a
ID_1461,"Phenol, 2-octyl-",949-13-3,CASRN_949-13-3,DTXSID3061344,13700,"InChI=1S/C14H22O/c1-2-3-4-5-6-7-10-13-11-8-9-12-14(13)15/h8-9,11-12,15H,2-7,10H2,1H3
",DUIOKRXOKLLURE-UHFFFAOYSA-N,CCCCCCCCC1=C(O)C=CC=C1,9.87552683188376,mg/L,OPERA 2.7,1,n/a,n/a
ID_1462,Propachlor ESA,123732-85-4,CASRN_123732-85-4,DTXSID20891452,16212221,"InChI=1S/C11H15NO4S/c1-9(2)12(10-6-4-3-5-7-10)11(13)8-17(14,15)16/h3-7,9H,8H2,1-2H3,(H,14,15,16)
",BFSZJLBDHMMCAH-UHFFFAOYSA-N,CC(C)N(C(=O)CS(O)(=O)=O)C1=CC=CC=C1,52533.91731634701,mg/L,OPERA 2.7,1,n/a,n/a
ID_1463,Spiromesifen,283594-90-1,CASRN_283594-90-1,DTXSID1034929,9907412,"InChI=1S/C23H30O4/c1-14-11-15(2)18(16(3)12-14)19-20(26-17(24)13-22(4,5)6)23(27-21(19)25)9-7-8-10-23/h11-12H,7-10,13H2,1-6H3
",GOLXNESZZPUPJE-UHFFFAOYSA-N,CC1=CC(C)=C(C2=C(OC(=O)CC(C)(C)C)C3(CCCC3)OC2=O)C(C)=C1,0.13145445776375808,mg/L,OPERA 2.7,1,n/a,n/a
ID_1464,Phenoxybenzamide,72084-13-0,CASRN_72084-13-0,DTXSID50391112,3290567,"InChI=1S/C13H11NO2/c14-13(15)11-8-4-5-9-12(11)16-10-6-2-1-3-7-10/h1-9H,(H2,14,15)
",CJCOBMTYEDBBSY-UHFFFAOYSA-N,NC(=O)C1=CC=CC=C1OC1=CC=CC=C1,287.6474492323137,mg/L,OPERA 2.7,1,n/a,n/a
ID_1465,"Benzoic acid, 2-phenoxy-",2243-42-7,CASRN_2243-42-7,DTXSID8062286,75237,"InChI=1S/C13H10O3/c14-13(15)11-8-4-5-9-12(11)16-10-6-2-1-3-7-10/h1-9H,(H,14,15)
",PKRSYEPBQPFNRB-UHFFFAOYSA-N,OC(=O)C1=CC=CC=C1OC1=CC=CC=C1,15.16561459307699,mg/L,OPERA 2.7,1,n/a,n/a
ID_1466,2-Phenoxyethanol,122-99-6,CASRN_122-99-6,DTXSID9021976,31236,"InChI=1S/C8H10O2/c9-6-7-10-8-4-2-1-3-5-8/h1-5,9H,6-7H2
",QCDWFXQBSFUVSP-UHFFFAOYSA-N,OCCOC1=CC=CC=C1,26940.22289701701,mg/L,OPERA 2.7,1,n/a,n/a
ID_1467,Nonylphenoxy-acetic acid (4-),28065-23-8,CASRN_28065-23-8,DTXSID50622271,22069708,"InChI=1S/C17H26O3/c1-2-3-4-5-6-7-11-14-16(17(18)19)20-15-12-9-8-10-13-15/h8-10,12-13,16H,2-7,11,14H2,1H3,(H,18,19)
",PIWQVBDRRFMUIB-UHFFFAOYSA-N,CCCCCCCCCC(OC1=CC=CC=C1)C(O)=O,24.24692957350534,mg/L,OPERA 2.7,1,n/a,n/a
ID_1468,Phenylbenzimidazole sulfonic acid,27503-81-7,CASRN_27503-81-7,DTXSID3038852,1712019,"InChI=1S/C13H10N2O3S/c16-19(17,18)10-6-7-11-12(8-10)15-13(14-11)9-4-2-1-3-5-9/h1-8H,(H,14,15)(H,16,17,18)
",UVCJGUGAGLDPAA-UHFFFAOYSA-N,OS(=O)(=O)C1=CC2=C(NC(=N2)C2=CC=CC=C2)C=C1,1019.0839798906344,mg/L,OPERA 2.7,1,n/a,n/a
ID_1469,2-Phenylindole,948-65-2,CASRN_948-65-2,DTXSID8061343,13698,"InChI=1S/C14H11N/c1-2-6-11(7-3-1)14-10-12-8-4-5-9-13(12)15-14/h1-10,15H
",KLLLJCACIRKBDT-UHFFFAOYSA-N,N1C2=CC=CC=C2C=C1C1=CC=CC=C1,18.455136225605667,mg/L,OPERA 2.7,1,n/a,n/a
ID_1470,2-Phenylethylamine,64-04-0,CASRN_64-04-0,DTXSID5058773,1001,"InChI=1S/C8H11N/c9-7-6-8-4-2-1-3-5-8/h1-5H,6-7,9H2
",BHHGXPLMPWCGHP-UHFFFAOYSA-N,NCCC1=CC=CC=C1,16727.91063373714,mg/L,OPERA 2.7,1,n/a,n/a
ID_1471,Felbamate,25451-15-4,CASRN_25451-15-4,DTXSID9023041,3331,"InChI=1S/C11H14N2O4/c12-10(14)16-6-9(7-17-11(13)15)8-4-2-1-3-5-8/h1-5,9H,6-7H2,(H2,12,14)(H2,13,15)
",WKGXYQFOCVYPAC-UHFFFAOYSA-N,NC(=O)OCC(COC(N)=O)C1=CC=CC=C1,612.3788024742026,mg/L,OPERA 2.7,1,n/a,n/a
ID_1472,Cinchophen,132-60-5,CASRN_132-60-5,DTXSID0040705,8593,"InChI=1S/C16H11NO2/c18-16(19)13-10-15(11-6-2-1-3-7-11)17-14-9-5-4-8-12(13)14/h1-10H,(H,18,19)
",YTRMTPPVNRALON-UHFFFAOYSA-N,OC(=O)C1=C2C=CC=CC2=NC(=C1)C1=CC=CC=C1,160.94158401723956,mg/L,OPERA 2.7,1,n/a,n/a
ID_1473,Valproic acid,99-66-1,CASRN_99-66-1,DTXSID6023733,3121,"InChI=1S/C8H16O2/c1-3-5-7(6-4-2)8(9)10/h7H,3-6H2,1-2H3,(H,9,10)
",NIJJYAXOARWZEE-UHFFFAOYSA-N,CCCC(CCC)C(O)=O,1990.707363354404,mg/L,OPERA 2.7,1,n/a,n/a
ID_1474,Prothionamide,14222-60-7,CASRN_14222-60-7,DTXSID7045940,4967,"InChI=1S/C9H12N2S/c1-2-3-8-6-7(9(10)12)4-5-11-8/h4-6H,2-3H2,1H3,(H2,10,12)
",VRDIULHPQTYCLN-UHFFFAOYSA-N,CCCC1=CC(=CC=N1)C(N)=S,1276.2138655092856,mg/L,OPERA 2.7,1,n/a,n/a
ID_1475,2-Thiosalicylic acid,147-93-3,CASRN_147-93-3,DTXSID4049032,5443,"InChI=1S/C7H6O2S/c8-7(9)5-3-1-2-4-6(5)10/h1-4,10H,(H,8,9)
",NBOMNTLFRHMDEZ-UHFFFAOYSA-N,OC(=O)C1=C(S)C=CC=C1,109.1510810363464,mg/L,OPERA 2.7,1,n/a,n/a
ID_1476,2-Thiouracil,141-90-2,CASRN_141-90-2,DTXSID4021347,1269845,"InChI=1S/C4H4N2OS/c7-3-1-2-5-4(8)6-3/h1-2H,(H2,5,6,7,8)
",ZEMGGZBWXRYJHK-UHFFFAOYSA-N,O=C1NC(=S)NC=C1,704.2366298485462,mg/L,OPERA 2.7,1,n/a,n/a
ID_1477,Dinoterb,1420-07-1,CASRN_1420-07-1,DTXSID7041883,14994,"InChI=1S/C10H12N2O5/c1-10(2,3)7-4-6(11(14)15)5-8(9(7)13)12(16)17/h4-5,13H,1-3H3
",IIPZYDQGBIWLBU-UHFFFAOYSA-N,CC(C)(C)C1=CC(=CC(=C1O)[N+]([O-])=O)[N+]([O-])=O,4.683819205308789,mg/L,OPERA 2.7,1,n/a,n/a
ID_1478,Pyridaben,96489-71-3,CASRN_96489-71-3,DTXSID5032573,91754,"InChI=1S/C19H25ClN2OS/c1-18(2,3)14-9-7-13(8-10-14)12-24-15-11-21-22(19(4,5)6)17(23)16(15)20/h7-11H,12H2,1-6H3
",DWFZBUWUXWZWKD-UHFFFAOYSA-N,CC(C)(C)N1N=CC(SCC2=CC=C(C=C2)C(C)(C)C)=C(Cl)C1=O,0.0163008243283651,mg/L,OPERA 2.7,1,n/a,n/a
