ID,chemical_name,DTXSID,parent_or_TP,TP_of,use_group,use_group_details,additional_use_info,target_taxa,MoA_broad,MoA_specific,molecular_target,further_MoA_info,nontarget_taxa,nontarget_taxa_alert,source,MoA_comment,date_of_retrieval,PubChem_CID,InChIKey,comment_compound
ID_2237,7-Hydroxycoumarin,DTXSID5052626,parent + TP,Coumarin,Industrial Chemical,IC PC,"sunscreen, fluorescence indicator",n/a,unknown,n/a,n/a,n/a,n/a,n/a,"wikipedia, Sharifi et al. 1992 (doi: 10.1080/10826079308020951)",n/a,10/22/2021,5281426,ORHBXUUXSCNDEV-UHFFFAOYSA-N,n/a
ID_2238,Esculin,DTXSID7045318,parent,n/a,"Natural, Pharmaceutical",Ph Vasoprotective agent,n/a,humans,Metabolic system,"Hyaluronidase inhibition, Collagenase inhibition",Hyaluronidase and collagenase,antioxidant properties,n/a,n/a,drugbank,n/a,5/15/2022,5281417,XHCADAYNFIFUHF-TVKJYDDYSA-N,n/a
ID_2239,Daidzein,DTXSID9022310,parent + TP,Formononetin,Natural,TP Phytoestrogen,found in soy products,n/a,Endocrine,GPER agonist,G protein-coupled estrogen receptor (GPER),research in medicine for menopausal relief/osteoporosis/blood cholesterol/hormone-related cancers/heart disease,n/a,potential endocrine disruptor,"wikipedia, pubchem, EDlist/2/2022, Kajta et al. 2013 (doi: 10.1016/j.neuroscience.2013.02.005)",n/a,3/1/2021,5281708,ZQSIJRDFPHDXIC-UHFFFAOYSA-N,n/a
ID_2018,Biotin,DTXSID7022679,parent,n/a,Natural,Vitamin,nutritional supplementation,n/a,Metabolic system,n/a,n/a,important functions in metabolic system,n/a,n/a,"drugbank, wikipedia",n/a,4/13/2022,6347547,YBJHBAHKTGYVGT-BKPPORCPSA-N,n/a
ID_0613,"1,2-Diphenoxyethane",DTXSID5026706,parent,n/a,Industrial Chemical,IC Intermediate,paper manufacturing,n/a,unknown,n/a,n/a,n/a,n/a,n/a,CPDat,n/a,11/22/2021,7713,XCSGHNKDXGYELG-UHFFFAOYSA-N,n/a
ID_2242,"7-Hydroxy-8-[(4-sulfonaphthalen-1-yl)diazenyl]naphthalene-1,3-disulfonic acid",DTXSID70859749,parent,n/a,Industrial Chemical,IC Colorant,n/a,n/a,unknown,n/a,n/a,n/a,n/a,n/a,pubchem,n/a,5/15/2022,17467,JZGWEIPJUAIDHM-UHFFFAOYSA-N,n/a
ID_2243,2-Naphthol-8-sulfonic acid,DTXSID9059626,parent,n/a,Industrial Chemical,IC Reagent,n/a,n/a,unknown,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3/1/2021,67237,HUYJTJXLNBOVFO-UHFFFAOYSA-N,n/a
ID_2244,Harmaline,DTXSID8041038,parent,n/a,Natural,Stimulant,n/a,n/a,Neuroactive,"MAO inhibition, Histamine N-methyltransferase inhibition","Monoamine oxidase (MAO), Histamine N-methyltransferase",n/a,n/a,n/a,wikipedia,n/a,5/31/2022,3564,RERZNCLIYCABFS-UHFFFAOYSA-N,n/a
ID_2245,Harmine,DTXSID30196066,parent,n/a,Natural,Alkaloid,"fluorescent pH indicator, not longer used as antidepressive agent",humans,Neuroactive,MAO inhibition,Monoamine oxidase A (MAO-A),n/a,n/a,n/a,"wikipedia, Iurlo et al. 2001 (doi: 10.1007/s002130100879)",n/a,2/22/2022,5280953,BXNJHAXVSOCGBA-UHFFFAOYSA-N,n/a
ID_2246,"4-Methyl-1,2,3-benzotriazole",DTXSID50274037,parent,n/a,Industrial Chemical,IC Corrosion inhibitor,n/a,n/a,unknown,n/a,n/a,n/a,n/a,source of acute toxicity to microorganisms,Olds et al. 2021 (doi: 10.1002/ieam.4468),n/a,9/18/2022,122499,CMGDVUCDZOBDNL-UHFFFAOYSA-N,Related compound of mixture
ID_2247,Proquazone,DTXSID4021210,parent,n/a,Pharmaceutical,Ph Antiinflammatory (NSAID),n/a,humans,Antiinflammatory,n/a,n/a,n/a,n/a,n/a,wikipedia,n/a,7/8/2022,31508,JTIGKVIOEQASGT-UHFFFAOYSA-N,n/a
ID_2248,Protopine,DTXSID90156282,parent,n/a,Natural,Alkaloid,analgetic/antiplatelet,n/a,Antihistamine,Histamine receptor inhibition,"Histamine H1 receptor, Opioid receptors",n/a,n/a,n/a,"wikipedia, T3DB",n/a,2/25/2022,4970,GPTFURBXHJWNHR-UHFFFAOYSA-N,n/a
ID_2249,Nitrazepam,DTXSID5023372,parent,n/a,Pharmaceutical,Ph Psychotropic,anticonvulsant,humans,Neuroactive,GABA(A) receptor positive allosteric modulator,GABA(A) receptor,bind nonspecifically to benzodiazepine receptors BNZ1 and BNZ2,n/a,n/a,drugbank,n/a,11/17/2021,4506,KJONHKAYOJNZEC-UHFFFAOYSA-N,n/a
ID_2250,7-Nitrobenz[a]anthracene,DTXSID0075077,parent,n/a,Industrial Chemical,IC Combustion product,nitro-PAHs found in fly ash/diesel and airplane emission/photocopier toners,n/a,Nucleic acid damage,n/a,n/a,n/a,vertebrates,mutagenic,"Fu et al. 1988 (doi: 10.1016/0165-7992(88)90027-9), IARC/3/1989",n/a,2/19/2022,30086,KOPVBVBUIYTJBG-UHFFFAOYSA-N,n/a
ID_2251,Endothal,DTXSID7024081,parent,n/a,"Biocide, Pesticide",H + B,"plant growth regulator, defoliant",plants,Protein biosynthesis inhibition,Serine-threonine protein phosphatase inhibition,Serine-threonine protein phosphatase,n/a,mammals,n/a,"PPDB, HRAC, wikipedia",n/a,5/15/2022,3225,GXEKYRXVRROBEV-UHFFFAOYSA-N,n/a
ID_2252,Pinoxaden,DTXSID8034823,parent,n/a,Pesticide,H,n/a,plants,Lipid metabolism,ACC inhibition,Acetyl-CoA carboxylase (ACC),n/a,n/a,n/a,PPDB,n/a,11/7/2021,210326,MGOHCFMYLBAPRN-UHFFFAOYSA-N,n/a
ID_2253,Aconitine,DTXSID4046319,parent,n/a,Natural,Alkaloid,"previously used as an antipyretic and analgetic, limited application in herbal medicine",n/a,Neuroactive,Sodium channel modulator,Voltage dependent sodium channels,n/a,n/a,highly toxic,wikipedia,n/a,3/1/2022,165339227,XFSBVAOIAHNAPC-DXTQYEHCSA-N,n/a
ID_2254,Cafaminol,DTXSID60184916,parent,n/a,Pharmaceutical,Ph Vasoconstrictor,"anticatarrhal, nasal decongestant",humans,"Cardiovascular system, Neuromuscular system",n/a,n/a,n/a,n/a,n/a,wikipedia,n/a,4/20/2022,35685,ZGNRRVAPHPANFI-UHFFFAOYSA-N,n/a
ID_2255,Fluspirilene,DTXSID7045152,parent,n/a,Pharmaceutical,Ph Psychotropic,antipsychotic,humans,Neuroactive,Dopamine receptor antagonist,Dopamine D2 receptor,n/a,n/a,n/a,drugbank,n/a,5/19/2022,3396,QOYHHIBFXOOADH-UHFFFAOYSA-N,n/a
ID_2806,Clobenzorex,DTXSID7048409,parent,n/a,"Pharmaceutical, Drug of abuse",Ph Stimulant/Anorectic,banned by the World Anti-Doping Agency ,humans,Neuroactive,n/a,n/a,"prodrug, stimulating effects on the central nervous system, consumption of clobenzorex can produce hepatotoxicity and cardiovascular side effects, toxic effects on the central nervous system are unknown",n/a,n/a,"wikipedia, Apóstol del Rosal et al. 2021 (doi: 10.1007/s12640-021-00395-1)",n/a,7/18/2022,71675,LRXXRIXDSAEIOR-UHFFFAOYSA-N,n/a
ID_2257,Bamifylline,DTXSID0022642,parent,n/a,Pharmaceutical,Ph Antiasthmatic,n/a,humans,"Respiratory system, Neuromuscular system",Adenosine receptor antagonist,Adenosine receptor A1,n/a,n/a,n/a,drugbank,n/a,4/13/2022,16229,VVUYEFBRTFASAH-UHFFFAOYSA-N,n/a
ID_2258,Pergolide,DTXSID2023438,parent,n/a,Pharmaceutical,Ph Antiparkinson agent,n/a,humans,Neuroactive,"Dopamine receptor agonist, Serotonin receptor agonist, Alpha adrenergic receptor agonist","Dopamine receptors (D1, D2, D3, D4, D5)",n/a,n/a,n/a,drugbank,n/a,7/5/2022,47811,YEHCICAEULNIGD-MZMPZRCHSA-N,n/a
ID_2259,Flubromazolam,DTXSID40620266,parent,n/a,Drug of abuse,Sedative/Hypnotic,n/a,humans,Neuroactive,GABA(A) receptor modulator,GABA(A) receptor,n/a,n/a,n/a,"wikipedia, El Balkhi et al. 2020 (doi: 10.1177/0269881119901096)",n/a,7/18/2022,21930924,VXGSZBZQCBNUIP-UHFFFAOYSA-N,n/a
ID_2260,Clozapine,DTXSID5022855,parent,n/a,Pharmaceutical,Ph Psychotropic,n/a,humans,Neuroactive,"Serotonin receptor antagonist, Dopamine receptor antagonist","Serotonin 5-HT2A receptor, Dopamine D2 receptor",n/a,n/a,n/a,drugbank,n/a,3/1/2021,135398737,QZUDBNBUXVUHMW-UHFFFAOYSA-N,n/a
ID_2261,N-Desmethylclozapine,DTXSID0042616,parent + TP,Clozapine,Pharmaceutical,Ph Psychotropic,n/a,humans,Neuroactive,"Dopamine receptor partial agonist, mAChR agonist, Opioid receptor agonist","Dopamine D2 and D3, Opioid receptor, Muscarinic acetylcholine receptor (mAChR) M1",n/a,n/a,n/a,"wikipedia, drugbank",n/a,11/21/2021,135409468,JNNOSTQEZICQQP-UHFFFAOYSA-N,n/a
ID_2262,Desloratadine,DTXSID1044196,parent,n/a,Pharmaceutical,Ph Antihistamine,n/a,humans,Antihistamine,Histamine receptor antagonist,Histamine H1 receptor,n/a,n/a,n/a,drugbank,n/a,3/1/2021,124087,JAUOIFJMECXRGI-UHFFFAOYSA-N,n/a
ID_2263,Alprazolam,DTXSID4022577,parent,n/a,Pharmaceutical,Ph Psychotropic,n/a,humans,Neuroactive,GABA(A) receptor positive allosteric modulator,GABA(A) receptor,bind nonspecifically to benzodiazepine receptors BNZ1 and BNZ2,n/a,n/a,drugbank,n/a,10/31/2021,2118,VREFGVBLTWBCJP-UHFFFAOYSA-N,n/a
ID_2264,Triazolam,DTXSID6046763,parent,n/a,Pharmaceutical,Ph,treatment of insomnia,humans,Neuroactive,GABA(A) receptor positive allosteric modulator,GABA(A) receptor,bind nonspecifically to benzodiazepine receptors BNZ1 and BNZ2,n/a,n/a,drugbank,n/a,11/18/2021,5556,JOFWLTCLBGQGBO-UHFFFAOYSA-N,n/a
ID_2265,Midazolam,DTXSID5023320,parent,n/a,Pharmaceutical,Ph Psychotropic,n/a,humans,Neuroactive,GABA(A) receptor positive allosteric modulator,GABA(A) receptor,n/a,n/a,n/a,drugbank,n/a,11/17/2021,4192,DDLIGBOFAVUZHB-UHFFFAOYSA-N,n/a
ID_2266,Estazolam,DTXSID5020572,parent,n/a,Pharmaceutical,Ph Anticonvulsant,"hypnotic and muscle relaxant properties, management of insomnia",humans,Neuroactive,GABA(A) receptor positive allosteric modulator,GABA(A) receptor,n/a,n/a,n/a,"drugbank, IARC/3/1996",n/a,5/19/2022,3261,CDCHDCWJMGXXRH-UHFFFAOYSA-N,n/a
ID_2267,Actinoquinol,DTXSID4046521,parent,n/a,Industrial Chemical,IC UV absorber,UVB light absorber,n/a,unknown,n/a,n/a,n/a,n/a,n/a,wikipedia,n/a,4/8/2022,23674,YAMVZYRZAMBCED-UHFFFAOYSA-N,n/a
ID_2268,Sterigmatocystin,DTXSID2021280,parent,n/a,Natural,Mycotoxin,n/a,n/a,unknown,n/a,n/a,mutagenicity is linked to its covalent binding to the DNA molecule after metabolic activation and its conversion to STC–N7–Guanine adduct after hydrolysis,humans,"Possibly carcinogenic, toxicological and mutagenic effets","wikipedia, IARC/2B/1987, Veršilovskis and De Saeger 2010 (doi: 10.1002/mnfr.200900345)",n/a,2/28/2022,5284457,UTSVPXMQSFGQTM-UHFFFAOYSA-N,n/a
ID_2535,Matrine,DTXSID00274188,parent,n/a,Natural,Alkaloid,"anticancer/antiarrythmic/antihistamine/antibacterial/antiinflammatory, insecticide/acaricide properties",n/a,Neuroactive,Opioid receptor agonist,"Opioid receptors (Mu-type, Kappa-type)",n/a,n/a,n/a,wikipedia,n/a,3/1/2022,91466,ZSBXGIUJOOQZMP-JLNYLFASSA-N,n/a
ID_2270,Mometasone furoate,DTXSID4023333,parent,n/a,Pharmaceutical,Ph Steroid,"antiinflammatory/antipruritic/vasoconstrictive properties, treatment of asthma/rhinitis/skin conditions",humans,"Antiinflammatory, Endocrine",n/a,Glucocorticoid receptor,"binding to a glucocorticoid receptor causes conformational changes in the receptor, reduces inflammation by blocking transcription factors such as activator-protein-1 and nuclear factor kappa B, evidence of inhibition of histamine/leukotrienes/cytokines",n/a,n/a,drugbank,n/a,2/23/2022,441336,WOFMFGQZHJDGCX-ZULDAHANSA-N,n/a
ID_2271,Cilazapril,DTXSID00274385,parent,n/a,Pharmaceutical,Ph Hypertension,n/a,humans,Cardiovascular system,ACE inhibition,Angiotensin Converting Enzyme (ACE),n/a,n/a,n/a,drugbank,n/a,4/20/2022,2751,HHHKFGXWKKUNCY-UHFFFAOYSA-N,n/a
ID_2272,Arprinocid,DTXSID3057773,parent,n/a,Pharmaceutical,Ph Antiparasitic,veterinary substance,"parasites (in humans, vertebrates)",Nucleic acid biosynthesis inhibition,Dihydrofolate reductase inhibition,Dihydrofolate reductase,"inhibition of the transport of hypoxanthine and guanine in HeLa cells, Dihydrofolate reductase contributes little to anticoccidial action",n/a,n/a,"wikipedia, Wang and Simashkevich 1980 (doi: 10.1016/0166-6851(80)90051-1)",n/a,4/13/2022,41574,NAPNOSFRRMHNBJ-UHFFFAOYSA-N,n/a
ID_2273,Didanosin,DTXSID6022927,parent,n/a,Pharmaceutical,Ph Antiviral,treatment of HIV infections,viruses (in humans),Nucleic acid biosynthesis inhibition,Reverse transcriptase/RNaseH inhibition,Reverse transcriptase/RNaseH,n/a,n/a,n/a,"drugbank, IARC/3/2000",n/a,2/25/2022,135398739,BXZVVICBKDXVGW-NKWVEPMBSA-N,n/a
ID_2274,Imperatorin,DTXSID8048737,parent,n/a,Natural,Phytochemical,n/a,n/a,"Signal transduction, Neuroactive","Phosphodiesterase inhibition, Calcium channel inhibition","Phosphodiesterase PDE4, Voltage-dependent calcium channels",n/a,n/a,n/a,"wikipedia, He et al. 2007 (doi: 10.1016/j.ejphar.2007.06.043)",n/a,2/28/2022,10212,OLOOJGVNMBJLLR-UHFFFAOYSA-N,n/a
ID_2275,Dydrogesterone,DTXSID1022974,parent,n/a,Pharmaceutical,Ph,"menstrual cycle regulation, infertility treatment, prevention of miscarriage",humans,Endocrine,Progesterone receptor agonist,Progesterone receptor,n/a,n/a,n/a,drugbank,n/a,2/18/2022,9051,JGMOKGBVKVMRFX-HQZYFCCVSA-N,n/a
ID_2276,Adenine 9-beta-D-arabinofuranoside,DTXSID80873976,parent,n/a,Pharmaceutical,Ph Antiviral,n/a,viruses (in humans),Nucleic acid biosynthesis inhibition,Viral DNA polymerase inhibition,Viral DNA polymerase,incorporated into the DNA strand and preventing the formation of phosphodiester bridges between bases,n/a,n/a,drugbank,n/a,7/20/2022,21704,OIRDTQYFTABQOQ-UHTZMRCNSA-N,n/a
ID_2277,Beclomethasone,DTXSID5040750,parent,n/a,Pharmaceutical,Ph Steroid/Antiinflammatory,prophylaxis of asthma attacks,humans,Endocrine,Glucocorticoid receptor agonist,Glucocorticoid receptor,n/a,n/a,n/a,"drugbank, pubchem",info about Beclometasone dipropionate,3/1/2022,20469,NBMKJKDGKREAPL-DVTGEIKXSA-N,n/a
ID_2278,Beclometasone dipropionate,DTXSID3048730,parent,n/a,Pharmaceutical,Ph Steroid/Antiinflammatory,prophylaxis of asthma attacks,humans,Endocrine,Glucocorticoid receptor agonist,Glucocorticoid receptor,prodrug of the active metabolite beclomethasone 17-monopropionate (17-BMP),n/a,n/a,drugbank,n/a,3/1/2022,21700,KUVIULQEHSCUHY-XYWKZLDCSA-N,n/a
ID_2279,9-Vinylanthracene,DTXSID30179197,parent,n/a,Industrial Chemical,IC,polymerisation agent,n/a,unknown,n/a,n/a,n/a,n/a,n/a,Natori et al. 2010 (doi: 10.1002/app.32365),n/a,2/20/2022,17125,OGOYZCQQQFAGRI-UHFFFAOYSA-N,n/a
ID_2280,Desmethylofloxacin,DTXSID40231730,TP,Ofloxacin,Pharmaceutical,TP Ph Antibiotic,n/a,n/a,unknown,n/a,n/a,n/a,n/a,n/a,"drugbank, Sudo et al. 1986 (doi: 10.3109/00498258609043563)",n/a,7/18/2022,133905,RTWRSOHWLYXRRX-UHFFFAOYSA-N,n/a
ID_2281,Triamcinolone,DTXSID1040742,parent,n/a,Pharmaceutical,Ph Steroid/Antiinflammatory,n/a,humans,"Endocrine, Antiinflammatory","Glucocorticoid receptor agonist, Phospholipase A2 inhibition","Glucocorticoid receptor, Phospholipase A2","inhibit phospholipase A2 on cell membranes, inhibits nuclear factor kappa-B (decreases the production of pro-inflammatory signals)",n/a,n/a,drugbank,n/a,3/1/2021,31307,GFNANZIMVAIWHM-OBYCQNJPSA-N,n/a
ID_2282,Dexamethasone,DTXSID3020384,parent,n/a,Pharmaceutical,Ph Steroid/Antiinflammatory,n/a,humans,Endocrine,Glucocorticoid receptor agonist,Glucocorticoid receptor,neurotoxicant,n/a,n/a,"drugbank, Kienzler et al. 2017 (doi: 10.1021/acs.est.7b02337)",n/a,10/20/2021,5743,UREBDLICKHMUKA-CXSFZGCWSA-N,n/a
ID_2283,Betamethasone,DTXSID3022667,parent,n/a,Pharmaceutical,Ph Steroid/Antiinflammatory,n/a,humans,Endocrine,Glucocorticoid receptor agonist,Glucocorticoid receptor,n/a,n/a,n/a,drugbank,n/a,10/20/2021,9782,UREBDLICKHMUKA-DVTGEIKXSA-N,n/a
ID_2284,Fludrocortison Acetate,DTXSID7023061,parent,n/a,Pharmaceutical,Ph Steroid,n/a,humans,Endocrine,Mineralocorticoid receptor agonist,"Mineralocorticoid receptor, Glucocorticoid receptor",n/a,n/a,n/a,drugbank,n/a,2/18/2022,31378,AAXVEMMRQDVLJB-BULBTXNYSA-N,n/a
ID_2285,Fluoxymestrone,DTXSID8033512,parent,n/a,Pharmaceutical,Ph Anabolic steroid,antineoplastic,humans,Endocrine,"Androgen receptor agonist, Estrogen receptor antagonist","Androgen receptor, Estrogen receptor alpha",n/a,n/a,n/a,drugbank,n/a,7/22/2022,6446,YLRFCQOZQXIBAB-RBZZARIASA-N,n/a
ID_2286,Dexamethasone-21-acetate,DTXSID8022901,parent,n/a,Pharmaceutical,Ph Steroid/Antiinflammatory,treatment of inflammatory respiratory/allergic/autoimmune conditions,humans,Endocrine,Glucocorticoid receptor agonist,Glucocorticoid receptor,n/a,n/a,n/a,drugbank,n/a,2/23/2022,236702,AKUJBENLRBOFTD-RPRRAYFGSA-N,n/a
ID_2287,Betamethason 21 acetate,DTXSID8022668,TP,Betamethasone,Pharmaceutical,TP Ph Steroid/Antiinflammatory,n/a,n/a,unknown,n/a,n/a,n/a,n/a,n/a,"drugbank, pubchem",n/a,2/23/2022,443967,AKUJBENLRBOFTD-QZIXMDIESA-N,n/a
ID_2288,Fludrocortisone-21-acetate,DTXSID2023062,parent,n/a,Pharmaceutical,Ph Steroid,n/a,humans,Endocrine,Mineralocorticoid receptor agonist,Mineralocorticoid receptor,"prodrug of fludrocortisone, Glucocorticoid receptor agonist (low affinity)",n/a,n/a,drugbank,n/a,2/23/2022,225609,SYWHXTATXSMDSB-GSLJADNHSA-N,n/a
ID_2289,Fluorometholone,DTXSID7047435,parent,n/a,Pharmaceutical,Ph Steroid/Antiinflammatory,n/a,humans,Endocrine,Glucocorticoid receptor agonist,Glucocorticoid receptor,n/a,n/a,n/a,drugbank,n/a,2/18/2022,9878,FAOZLTXFLGPHNG-KNAQIMQKSA-N,n/a
ID_2290,Desoximetasone,DTXSID3045647,parent,n/a,Pharmaceutical,Ph Steroid/Antiinflammatory,antipruritic,humans,Endocrine,Glucocorticoid receptor agonist,Glucocorticoid receptor,n/a,n/a,n/a,drugbank,n/a,3/3/2022,5311067,VWVSBHGCDBMOOT-IIEHVVJPSA-N,n/a
ID_2291,Betamethasone-17-valerate,DTXSID7022673,parent,n/a,Pharmaceutical,Ph Steroid/Antiinflammatory,n/a,humans,Endocrine,Glucocorticoid receptor agonist,Glucocorticoid receptor,n/a,n/a,n/a,"wikipedia, pubchem",n/a,2/23/2022,16533,SNHRLVCMMWUAJD-SUYDQAKGSA-N,n/a
ID_2292,Betamethasone dipropionate,DTXSID2022672,parent,n/a,Pharmaceutical,Ph Steroid/Antiinflammatory,immunosuppressant ,humans,Endocrine,Glucocorticoid receptor agonist,Glucocorticoid receptor,n/a,n/a,n/a,drugbank,n/a,2/23/2022,21800,CIWBQSYVNNPZIQ-XYWKZLDCSA-N,n/a
ID_2293,Marbofloxacin,DTXSID4046600,parent,n/a,Pharmaceutical,Ph Antibiotic,veterinary substance,"bacteria (in humans, vertebrates)",Antibiotic,Nucleic acid biosynthesis inhibition,DNA gyrase,DNA gyrase inhibition,n/a,n/a,"drugbank, wikipedia",n/a,6/17/2022,1616426,BPFYOAJNDMUVBL-UHFFFAOYSA-N,n/a
ID_2294,Ofloxacin,DTXSID3041085,parent,n/a,Pharmaceutical,Ph Antibiotic,n/a,bacteria (in humans),Antibiotic,Nucleic acid biosynthesis inhibition,"DNA gyrase, Topoisomerase IV","inhibition of DNA gyrase and topoisomerase IV (required for bacterial DNA replication, transcription, repair, and recombination)",n/a,n/a,drugbank,n/a,11/1/2021,3288597,GSDSWSVVBLHKDQ-UHFFFAOYSA-N,n/a
ID_2295,Flumequine,DTXSID5045623,parent,n/a,Pharmaceutical,Ph Antibiotic,antineoplastic,"bacteria (in humans), humans",Antibiotic,Nucleic acid biosynthesis inhibition,"DNA gyrase, Topoisomerase IV","inhibition of DNA gyrase and topoisomerase IV (required for bacterial DNA replication, transcription, repair, and recombination)",n/a,n/a,wikipedia,n/a,10/20/2021,3374,DPSPPJIUMHPXMA-UHFFFAOYSA-N,n/a
ID_2296,2-Hydroxycarbazole,DTXSID50235340,TP,Carbazole,Industrial Chemical,TP IC Dye,n/a,n/a,Neuromuscular system,Ryanodine receptor agonist,Ryanodine receptor,"induce Ca2+ release from skeletal muscle and cardiac muscle sarcoplasmic reticulum, downregulate stat3-mediated transcription",n/a,n/a,"CPDat, Tovey et al. 1998 (doi: 10.1016/S0014-2999(98)00446-4), Arbiser et al. 2006 (doi: 10.1038/sj.jid.5700276)",n/a,2/25/2022,93551,GWPGDZPXOZATKL-UHFFFAOYSA-N,n/a
ID_2297,Carbazole,DTXSID4020248,parent,n/a,"Natural, Industrial Chemical",IC Dye,constituent of tobacco smoke/coal tar,n/a,unknown,n/a,n/a,"antiangiogenic and anti-inflammatory activities, derivates possess anti-cancer/antibacterial/antifungal/anti-inflammatory/hepatoprotective/anti-HIV/anti-protozoan/sedative properties/topoisomerase II inhibition ability",humans,Possibly carcinogenic,"wikipedia, CPDat, IARC/2B/2013, Arbiser et al. 2006 (doi: 10.1038/sj.jid.5700276), Głuszyńska 2015 (doi: 10.1016/j.ejmech.2015.02.059)",n/a,2/19/2022,6854,UJOBWOGCFQCDNV-UHFFFAOYSA-N,n/a
ID_2298,2-Aminofluorene,DTXSID1049223,parent,n/a,Industrial Chemical,IC Intercalating agent,"only tested in controlled laboratory settings (used in the validation of many genotoxicity assays and often serve as positive controls), obsolete insecticide",n/a,Nucleic acid damage,DNA adduct formation,DNA,n/a,vertebrates,mutagenic,"wikipedia, Heflich and Neft 1994 (doi: 10.1016/0165-1110(94)90025-6)",n/a,2/25/2022,1539,CFRFHWQYWJMEJN-UHFFFAOYSA-N,n/a
ID_2299,9-Fluorenone,DTXSID6049307,parent,n/a,Industrial Chemical,IC Colorant/Fragrance,antiviral drug,n/a,unknown,n/a,n/a,n/a,n/a,n/a,"wikipedia, CPDat",n/a,2/19/2022,10241,YLQWCDOCJODRMT-UHFFFAOYSA-N,n/a
ID_2300,Fluorene,DTXSID8024105,parent,n/a,"Natural, Industrial Chemical",IC Combustion product,"polycyclic aromatic hydrocarbon (PAH), manifacture of pesticides/colorants",n/a,Lipid metabolism,PPAR agonist,Peroxisome proliferator-activated receptor (PPAR) gamma,weak PPARγ agonistic activity and poor AhR agonist (in vitro),n/a,n/a,"wikipedia, Boonen et al. 2020 (doi: 10.1016/j.fct.2020.111602), IARC/3/2010",n/a,12/23/2021,6853,NIHNNTQXNPWCJQ-UHFFFAOYSA-N,n/a
ID_2301,Adenine,DTXSID6022557,parent,n/a,Natural,Purine base,n/a,n/a,unknown,n/a,n/a,"forming nucleotides of the nucleic acids, AMP/ADP/ATP",n/a,n/a,drugbank,n/a,7/15/2022,190,GFFGJBXGBJISGV-UHFFFAOYSA-N,n/a
ID_2302,"2-Amino-9H-pyrido[2,3-b]indole | AalphaC",DTXSID7020001,parent,n/a,Industrial Chemical,IC Combustion product,formed in tobacco smoke (not used commercially),n/a,Nucleic acid damage,DNA adduct formation,DNA,n/a,humans,Possibly carcinogenic,"pubchem, Steffensen et al. 2002 (doi: 10.1093/carcin/23.8.1373), IARC/2B/1987",n/a,3/1/2021,62805,FJTNLJLPLJDTRM-UHFFFAOYSA-N,n/a
ID_2303,Carboline,DTXSID40179148,parent,n/a,Industrial Chemical,IC,"pharmacological properties (cytotoxicity, antineoplastic properties or CNS activity)",n/a,unknown,n/a,n/a,n/a,n/a,n/a,Wadsworth et al. 2015 (doi: 10.1016/j.ejmech.2014.11.038),n/a,2/22/2022,67486,BPMFPOGUJAAYHL-UHFFFAOYSA-N,n/a
ID_2304,Norharman,DTXSID2021070,parent,n/a,Natural,Alkaloid,anticancer properties,n/a,Protein biosynthesis inhibition,"Indolamin-2,3-dioxygenase inhibition","Indolamin-2,3-dioxygenase (IDO)",n/a,mammals,"neurotoxic, mutagenic potential",wikipedia,"β-Carboline have pharmacological properties (antioxidant effects, neuroprotective, cognitive enhancing, anti-cancer properties)",2/22/2022,64961,AIFRHYZBTHREPW-UHFFFAOYSA-N,n/a
ID_2305,Xanthone,DTXSID6021795,parent,n/a,Industrial Chemical,IC Production of insecticides,photocatalyst,n/a,unknown,n/a,n/a,n/a,n/a,n/a,"wikipedia, CPDat",n/a,2/18/2022,7020,JNELGWHKGNBSMD-UHFFFAOYSA-N,n/a
ID_2306,Ondansetron,DTXSID8023393,parent,n/a,Pharmaceutical,Ph Antiemetic,n/a,humans,Neuroactive,Serotonin receptor antagonist,Serotonin 5-HT3 receptors,n/a,n/a,n/a,"drugbank, wikipedia",n/a,3/1/2021,4595,FELGMEQIXOGIFQ-UHFFFAOYSA-N,n/a
ID_2307,9-Nitroanthracene,DTXSID5025730,parent,n/a,Industrial Chemical,IC Combustion product,"diesel exhaust particle, produced in coal combustion, Nitro-PAH",n/a,Nucleic acid damage,DNA damage,DNA,"high dosages cause DNA damage, inhibit DNA repair gene expression, and enhance the levels of oxidative stress factors and metabolic enzymes (in rats)",vertebrates,potential mutagenic/carcinogenic activity,"IRAC/3/1987, Inomata et al. 2015 (doi: 10.1016/j.atmosenv.2015.03.043), Zhao et al. 2019 (doi: 10.1007/s12012-018-9488-5), Li et al. 2017 (doi: 10.1039/c7tx00065k)",n/a,2/19/2022,11767,LSIKFJXEYJIZNB-UHFFFAOYSA-N,n/a
ID_2308,Abietic acid,DTXSID20275874,parent,n/a,"Natural, Industrial Chemical",IC Tackifier/Plasticizer,n/a,n/a,unknown,n/a,n/a,n/a,n/a,n/a,CPDat,n/a,2/28/2022,90895,RSWGJHLUYNHPMX-UHFFFAOYSA-N,n/a
ID_2309,Dehydroabietic acid,DTXSID8022163,parent,n/a,"Natural, Industrial Chemical",IC Colorant,"antifouling agent, derivates have potential antitumor activity",n/a,unknown,n/a,n/a,n/a,n/a,n/a,"pubchem, CPDat, Huang et al. 2013 (doi: 10.1016/j.bmcl.2013.08.005)",n/a,3/3/2022,94391,NFWKVWVWBFBAOV-MISYRCLQSA-N,n/a
